case_id;task;resource;start_time;completion_time
application_received6;credit_check;analyst7;2023-01-01 12:36:50.732057;2023-01-01 13:43:22.186905
application_received5;document_verification;verifier1;2023-01-01 13:33:30.170585;2023-01-01 13:45:34.133690
application_received6;document_verification;verifier2;2023-01-01 13:43:22.186905;2023-01-01 13:54:15.060337
application_received4;risk_assessment;risk5;2023-01-01 12:50:43.488977;2023-01-01 13:56:16.635425
application_received4;application_rejected;;2023-01-01 13:56:16.635425;2023-01-01 13:56:16.635425
application_received7;credit_check;analyst8;2023-01-01 13:16:21.274407;2023-01-01 14:19:35.513969
application_received7;document_verification;verifier3;2023-01-01 14:19:35.513969;2023-01-01 14:32:17.631766
application_received8;application_received;;2023-01-01 14:34:00.102678;2023-01-01 14:34:00.102678
application_received5;risk_assessment;risk6;2023-01-01 13:33:30.170585;2023-01-01 14:34:23.793420
application_received5;application_approved;;2023-01-01 14:34:23.793420;2023-01-01 14:34:23.793420
application_received6;risk_assessment;risk7;2023-01-01 13:43:22.186905;2023-01-01 14:48:51.046987
application_received6;application_approved;;2023-01-01 14:48:51.046987;2023-01-01 14:48:51.046987
application_received8;review_application;officer4;2023-01-01 14:34:00.102678;2023-01-01 14:49:23.659950
application_received9;application_received;;2023-01-01 14:50:07.335325;2023-01-01 14:50:07.335325
application_received10;application_received;;2023-01-01 15:07:51.666014;2023-01-01 15:07:51.666014
application_received9;review_application;officer5;2023-01-01 14:50:07.335325;2023-01-01 15:14:49.043479
application_received7;risk_assessment;risk8;2023-01-01 14:19:35.513969;2023-01-01 15:19:27.915175
application_received7;application_approved;;2023-01-01 15:19:27.915175;2023-01-01 15:19:27.915175
application_received10;review_application;officer1;2023-01-01 15:07:51.666014;2023-01-01 15:28:10.237483
application_received11;application_received;;2023-01-01 15:45:57.571162;2023-01-01 15:45:57.571162
application_received8;credit_check;analyst9;2023-01-01 14:49:23.659950;2023-01-01 15:48:54.455632
application_received12;application_received;;2023-01-01 15:50:54.889276;2023-01-01 15:50:54.889276
application_received8;document_verification;verifier4;2023-01-01 15:48:54.455632;2023-01-01 16:01:56.690584
application_received12;review_application;officer3;2023-01-01 15:50:54.889276;2023-01-01 16:08:45.328569
application_received11;review_application;officer2;2023-01-01 15:45:57.571162;2023-01-01 16:10:19.005456
application_received9;credit_check;analyst10;2023-01-01 15:14:49.043479;2023-01-01 16:13:38.171882
application_received9;document_verification;verifier5;2023-01-01 16:13:38.171882;2023-01-01 16:28:22.152856
application_received10;credit_check;analyst1;2023-01-01 15:28:10.237483;2023-01-01 16:39:19.982486
application_received13;application_received;;2023-01-01 16:51:02.534292;2023-01-01 16:51:02.534292
application_received10;document_verification;verifier1;2023-01-01 16:39:19.982486;2023-01-01 16:51:17.765275
application_received8;risk_assessment;risk9;2023-01-01 15:48:54.455632;2023-01-01 16:55:25.181508
application_received8;application_approved;;2023-01-01 16:55:25.181508;2023-01-01 16:55:25.181508
application_received14;application_received;;2023-01-01 16:55:54.024267;2023-01-01 16:55:54.024267
application_received11;credit_check;analyst3;2023-01-01 16:10:19.005456;2023-01-01 17:11:12.460225
application_received14;review_application;officer5;2023-01-01 16:55:54.024267;2023-01-01 17:11:14.435629
application_received13;review_application;officer4;2023-01-01 16:51:02.534292;2023-01-01 17:12:15.834445
application_received12;credit_check;analyst2;2023-01-01 16:08:45.328569;2023-01-01 17:21:00.938889
application_received11;document_verification;verifier2;2023-01-01 17:11:12.460225;2023-01-01 17:21:13.667509
application_received9;risk_assessment;risk10;2023-01-01 16:13:38.171882;2023-01-01 17:23:47.586817
application_received9;application_approved;;2023-01-01 17:23:47.586817;2023-01-01 17:23:47.586817
application_received12;document_verification;verifier3;2023-01-01 17:21:00.938889;2023-01-01 17:33:01.492930
application_received10;risk_assessment;risk1;2023-01-01 16:39:19.982486;2023-01-01 17:45:57.713067
application_received10;application_approved;;2023-01-01 17:45:57.713067;2023-01-01 17:45:57.713067
application_received15;application_received;;2023-01-01 17:46:18.508837;2023-01-01 17:46:18.508837
application_received15;review_application;officer1;2023-01-01 17:46:18.508837;2023-01-01 18:03:40.802687
application_received13;credit_check;analyst5;2023-01-01 17:12:15.834445;2023-01-01 18:15:34.619485
application_received11;risk_assessment;risk2;2023-01-01 17:11:12.460225;2023-01-01 18:20:23.163241
application_received11;application_approved;;2023-01-01 18:20:23.163241;2023-01-01 18:20:23.163241
application_received14;credit_check;analyst4;2023-01-01 17:11:14.435629;2023-01-01 18:25:19.558238
application_received13;document_verification;verifier4;2023-01-01 18:15:34.619485;2023-01-01 18:28:35.941416
application_received12;risk_assessment;risk3;2023-01-01 17:21:00.938889;2023-01-01 18:29:25.284477
application_received12;application_approved;;2023-01-01 18:29:25.284477;2023-01-01 18:29:25.284477
application_received14;document_verification;verifier5;2023-01-01 18:25:19.558238;2023-01-01 18:37:14.806468
application_received15;credit_check;analyst6;2023-01-01 18:03:40.802687;2023-01-01 18:58:48.668040
application_received13;risk_assessment;risk4;2023-01-01 18:15:34.619485;2023-01-01 19:11:06.355918
application_received13;application_rejected;;2023-01-01 19:11:06.355918;2023-01-01 19:11:06.355918
application_received15;document_verification;verifier1;2023-01-01 18:58:48.668040;2023-01-01 19:12:44.247023
application_received16;application_received;;2023-01-01 19:18:15.658828;2023-01-01 19:18:15.658828
application_received14;risk_assessment;risk5;2023-01-01 18:25:19.558238;2023-01-01 19:36:24.779635
application_received14;application_approved;;2023-01-01 19:36:24.779635;2023-01-01 19:36:24.779635
application_received16;review_application;officer3;2023-01-01 19:18:15.658828;2023-01-01 19:37:45.916381
application_received15;risk_assessment;risk6;2023-01-01 18:58:48.668040;2023-01-01 20:07:40.246970
application_received15;application_approved;;2023-01-01 20:07:40.246970;2023-01-01 20:07:40.246970
application_received17;application_received;;2023-01-01 20:26:38.264862;2023-01-01 20:26:38.264862
application_received16;credit_check;analyst7;2023-01-01 19:37:45.916381;2023-01-01 20:42:06.772419
application_received17;review_application;officer2;2023-01-01 20:26:38.264862;2023-01-01 20:47:20.157964
application_received16;document_verification;verifier2;2023-01-01 20:42:06.772419;2023-01-01 20:54:40.499626
application_received17;credit_check;analyst8;2023-01-01 20:47:20.157964;2023-01-01 21:52:53.388215
application_received16;risk_assessment;risk7;2023-01-01 20:42:06.772419;2023-01-01 21:53:21.643988
application_received16;application_approved;;2023-01-01 21:53:21.643988;2023-01-01 21:53:21.643988
application_received18;application_received;;2023-01-01 22:03:12.357382;2023-01-01 22:03:12.357382
application_received17;document_verification;verifier3;2023-01-01 21:52:53.388215;2023-01-01 22:05:20.376240
application_received19;application_received;;2023-01-01 22:11:12.373182;2023-01-01 22:11:12.373182
application_received20;application_received;;2023-01-01 22:14:26.302018;2023-01-01 22:14:26.302018
application_received21;application_received;;2023-01-01 22:17:45.258478;2023-01-01 22:17:45.258478
application_received18;review_application;officer5;2023-01-01 22:03:12.357382;2023-01-01 22:23:34.230681
application_received19;review_application;officer4;2023-01-01 22:11:12.373182;2023-01-01 22:30:10.428315
application_received20;review_application;officer1;2023-01-01 22:14:26.302018;2023-01-01 22:33:07.188733
application_received22;application_received;;2023-01-01 22:36:16.811101;2023-01-01 22:36:16.811101
application_received21;review_application;officer3;2023-01-01 22:17:45.258478;2023-01-01 22:39:05.188214
application_received22;review_application;officer2;2023-01-01 22:36:16.811101;2023-01-01 22:55:08.814918
application_received23;application_received;;2023-01-01 22:59:57.925156;2023-01-01 22:59:57.925156
application_received17;risk_assessment;risk8;2023-01-01 21:52:53.388215;2023-01-01 23:01:16.149944
application_received17;application_approved;;2023-01-01 23:01:16.149944;2023-01-01 23:01:16.149944
application_received23;review_application;officer5;2023-01-01 22:59:57.925156;2023-01-01 23:22:43.099368
application_received19;credit_check;analyst10;2023-01-01 22:30:10.428315;2023-01-01 23:25:15.638409
application_received20;credit_check;analyst1;2023-01-01 22:33:07.188733;2023-01-01 23:29:04.912690
application_received18;credit_check;analyst9;2023-01-01 22:23:34.230681;2023-01-01 23:30:03.676299
application_received24;application_received;;2023-01-01 23:31:31.004914;2023-01-01 23:31:31.004914
application_received19;document_verification;verifier4;2023-01-01 23:25:15.638409;2023-01-01 23:35:16.070568
application_received25;application_received;;2023-01-01 23:42:06.753751;2023-01-01 23:42:06.753751
application_received20;document_verification;verifier5;2023-01-01 23:29:04.912690;2023-01-01 23:43:09.714773
application_received18;document_verification;verifier1;2023-01-01 23:30:03.676299;2023-01-01 23:44:19.976780
application_received21;credit_check;analyst3;2023-01-01 22:39:05.188214;2023-01-01 23:46:36.533608
application_received26;application_received;;2023-01-01 23:49:46.044728;2023-01-01 23:49:46.044728
application_received24;review_application;officer4;2023-01-01 23:31:31.004914;2023-01-01 23:55:56.257528
application_received25;review_application;officer1;2023-01-01 23:42:06.753751;2023-01-02 00:00:12.001800
application_received21;document_verification;verifier2;2023-01-01 23:46:36.533608;2023-01-02 00:00:12.435747
application_received22;credit_check;analyst2;2023-01-01 22:55:08.814918;2023-01-02 00:08:52.356407
application_received26;review_application;officer3;2023-01-01 23:49:46.044728;2023-01-02 00:11:17.802860
application_received22;document_verification;verifier3;2023-01-02 00:08:52.356407;2023-01-02 00:18:56.147082
application_received18;risk_assessment;risk1;2023-01-01 23:30:03.676299;2023-01-02 00:27:25.142189
application_received18;application_approved;;2023-01-02 00:27:25.142189;2023-01-02 00:27:25.142189
application_received19;risk_assessment;risk9;2023-01-01 23:25:15.638409;2023-01-02 00:33:03.726517
application_received19;application_rejected;;2023-01-02 00:33:03.726517;2023-01-02 00:33:03.726517
application_received23;credit_check;analyst5;2023-01-01 23:22:43.099368;2023-01-02 00:34:23.318984
application_received20;risk_assessment;risk10;2023-01-01 23:29:04.912690;2023-01-02 00:35:50.919464
application_received20;application_rejected;;2023-01-02 00:35:50.919464;2023-01-02 00:35:50.919464
application_received27;application_received;;2023-01-02 00:37:01.596034;2023-01-02 00:37:01.596034
application_received23;document_verification;verifier4;2023-01-02 00:34:23.318984;2023-01-02 00:44:41.560771
application_received21;risk_assessment;risk2;2023-01-01 23:46:36.533608;2023-01-02 00:52:51.770941
application_received21;application_approved;;2023-01-02 00:52:51.770941;2023-01-02 00:52:51.770941
application_received27;review_application;officer2;2023-01-02 00:37:01.596034;2023-01-02 00:56:18.097547
application_received24;credit_check;analyst4;2023-01-01 23:55:56.257528;2023-01-02 00:56:37.894152
application_received22;risk_assessment;risk3;2023-01-02 00:08:52.356407;2023-01-02 01:09:21.488992
application_received22;application_approved;;2023-01-02 01:09:21.488992;2023-01-02 01:09:21.488992
application_received25;credit_check;analyst6;2023-01-02 00:00:12.001800;2023-01-02 01:09:41.242751
application_received26;credit_check;analyst7;2023-01-02 00:11:17.802860;2023-01-02 01:10:01.736087
application_received24;document_verification;verifier5;2023-01-02 00:56:37.894152;2023-01-02 01:10:51.642327
application_received28;application_received;;2023-01-02 01:11:33.797823;2023-01-02 01:11:33.797823
application_received26;document_verification;verifier2;2023-01-02 01:10:01.736087;2023-01-02 01:20:02.790448
application_received25;document_verification;verifier1;2023-01-02 01:09:41.242751;2023-01-02 01:23:33.184298
application_received28;review_application;officer5;2023-01-02 01:11:33.797823;2023-01-02 01:32:42.688587
application_received23;risk_assessment;risk4;2023-01-02 00:34:23.318984;2023-01-02 01:43:12.662017
application_received23;application_approved;;2023-01-02 01:43:12.662017;2023-01-02 01:43:12.662017
application_received29;application_received;;2023-01-02 01:45:05.482345;2023-01-02 01:45:05.482345
application_received30;application_received;;2023-01-02 01:46:50.262110;2023-01-02 01:46:50.262110
application_received27;credit_check;analyst8;2023-01-02 00:56:18.097547;2023-01-02 01:57:59.553022
application_received24;risk_assessment;risk5;2023-01-02 00:56:37.894152;2023-01-02 01:59:02.889475
application_received24;application_approved;;2023-01-02 01:59:02.889475;2023-01-02 01:59:02.889475
application_received29;review_application;officer4;2023-01-02 01:45:05.482345;2023-01-02 02:02:04.045058
application_received30;review_application;officer1;2023-01-02 01:46:50.262110;2023-01-02 02:05:05.637875
application_received26;risk_assessment;risk7;2023-01-02 01:10:01.736087;2023-01-02 02:09:36.799034
application_received26;application_rejected;;2023-01-02 02:09:36.799034;2023-01-02 02:09:36.799034
application_received27;document_verification;verifier3;2023-01-02 01:57:59.553022;2023-01-02 02:11:01.267448
application_received25;risk_assessment;risk6;2023-01-02 01:09:41.242751;2023-01-02 02:16:52.650569
application_received25;application_approved;;2023-01-02 02:16:52.650569;2023-01-02 02:16:52.650569
application_received31;application_received;;2023-01-02 02:17:33.993084;2023-01-02 02:17:33.993084
application_received31;review_application;officer3;2023-01-02 02:17:33.993084;2023-01-02 02:37:05.389069
application_received28;credit_check;analyst10;2023-01-02 01:32:42.688587;2023-01-02 02:37:21.156936
application_received32;application_received;;2023-01-02 02:40:53.828058;2023-01-02 02:40:53.828058
application_received33;application_received;;2023-01-02 02:41:39.092327;2023-01-02 02:41:39.092327
application_received28;document_verification;verifier4;2023-01-02 02:37:21.156936;2023-01-02 02:50:16.498770
application_received34;application_received;;2023-01-02 03:00:39.775385;2023-01-02 03:00:39.775385
application_received32;review_application;officer2;2023-01-02 02:40:53.828058;2023-01-02 03:01:22.743880
application_received30;credit_check;analyst9;2023-01-02 02:05:05.637875;2023-01-02 03:03:29.098225
application_received33;review_application;officer5;2023-01-02 02:41:39.092327;2023-01-02 03:04:30.829819
application_received35;application_received;;2023-01-02 03:05:09.020635;2023-01-02 03:05:09.020635
application_received27;risk_assessment;risk8;2023-01-02 01:57:59.553022;2023-01-02 03:06:24.661432
application_received27;application_approved;;2023-01-02 03:06:24.661432;2023-01-02 03:06:24.661432
application_received36;application_received;;2023-01-02 03:07:57.979766;2023-01-02 03:07:57.979766
application_received29;credit_check;analyst1;2023-01-02 02:02:04.045058;2023-01-02 03:15:33.827464
application_received30;document_verification;verifier5;2023-01-02 03:03:29.098225;2023-01-02 03:18:13.969621
application_received34;review_application;officer4;2023-01-02 03:00:39.775385;2023-01-02 03:21:36.141434
application_received36;review_application;officer3;2023-01-02 03:07:57.979766;2023-01-02 03:26:19.064826
application_received35;review_application;officer1;2023-01-02 03:05:09.020635;2023-01-02 03:28:53.575506
application_received29;document_verification;verifier2;2023-01-02 03:15:33.827464;2023-01-02 03:30:19.810051
application_received28;risk_assessment;risk1;2023-01-02 02:37:21.156936;2023-01-02 03:47:04.502707
application_received28;application_approved;;2023-01-02 03:47:04.502707;2023-01-02 03:47:04.502707
application_received31;credit_check;analyst3;2023-01-02 02:37:05.389069;2023-01-02 03:51:16.832597
application_received31;document_verification;verifier1;2023-01-02 03:51:16.832597;2023-01-02 04:01:37.121823
application_received33;credit_check;analyst5;2023-01-02 03:04:30.829819;2023-01-02 04:07:15.970627
application_received30;risk_assessment;risk9;2023-01-02 03:03:29.098225;2023-01-02 04:08:24.377193
application_received30;application_approved;;2023-01-02 04:08:24.377193;2023-01-02 04:08:24.377193
application_received32;credit_check;analyst2;2023-01-02 03:01:22.743880;2023-01-02 04:12:25.253813
application_received37;application_received;;2023-01-02 04:16:27.509168;2023-01-02 04:16:27.509168
application_received33;document_verification;verifier3;2023-01-02 04:07:15.970627;2023-01-02 04:19:59.729887
application_received32;document_verification;verifier4;2023-01-02 04:12:25.253813;2023-01-02 04:22:48.396192
application_received36;credit_check;analyst6;2023-01-02 03:26:19.064826;2023-01-02 04:22:51.584268
application_received35;credit_check;analyst7;2023-01-02 03:28:53.575506;2023-01-02 04:26:40.629293
application_received29;risk_assessment;risk10;2023-01-02 03:15:33.827464;2023-01-02 04:27:55.165781
application_received29;application_approved;;2023-01-02 04:27:55.165781;2023-01-02 04:27:55.165781
application_received34;credit_check;analyst4;2023-01-02 03:21:36.141434;2023-01-02 04:30:02.667170
application_received36;document_verification;verifier5;2023-01-02 04:22:51.584268;2023-01-02 04:32:53.162434
application_received37;review_application;officer2;2023-01-02 04:16:27.509168;2023-01-02 04:36:44.803268
application_received35;document_verification;verifier2;2023-01-02 04:26:40.629293;2023-01-02 04:41:31.045568
application_received34;document_verification;verifier1;2023-01-02 04:30:02.667170;2023-01-02 04:43:00.506192
application_received31;risk_assessment;risk2;2023-01-02 03:51:16.832597;2023-01-02 04:58:46.149186
application_received31;application_rejected;;2023-01-02 04:58:46.149186;2023-01-02 04:58:46.149186
application_received38;application_received;;2023-01-02 05:03:39.139644;2023-01-02 05:03:39.139644
application_received33;risk_assessment;risk3;2023-01-02 04:07:15.970627;2023-01-02 05:10:01.491703
application_received33;application_rejected;;2023-01-02 05:10:01.491703;2023-01-02 05:10:01.491703
application_received32;risk_assessment;risk4;2023-01-02 04:12:25.253813;2023-01-02 05:10:33.910063
application_received32;application_approved;;2023-01-02 05:10:33.910063;2023-01-02 05:10:33.910063
application_received38;review_application;officer5;2023-01-02 05:03:39.139644;2023-01-02 05:23:03.505109
application_received36;risk_assessment;risk5;2023-01-02 04:22:51.584268;2023-01-02 05:23:56.166581
application_received36;application_approved;;2023-01-02 05:23:56.166581;2023-01-02 05:23:56.166581
application_received39;application_received;;2023-01-02 05:25:47.090789;2023-01-02 05:25:47.090789
application_received34;risk_assessment;risk6;2023-01-02 04:30:02.667170;2023-01-02 05:32:09.019282
application_received34;application_approved;;2023-01-02 05:32:09.019282;2023-01-02 05:32:09.019282
application_received35;risk_assessment;risk7;2023-01-02 04:26:40.629293;2023-01-02 05:32:29.941940
application_received35;application_approved;;2023-01-02 05:32:29.941940;2023-01-02 05:32:29.941940
application_received40;application_received;;2023-01-02 05:42:57.770069;2023-01-02 05:42:57.770069
application_received37;credit_check;analyst8;2023-01-02 04:36:44.803268;2023-01-02 05:44:33.965247
application_received39;review_application;officer4;2023-01-02 05:25:47.090789;2023-01-02 05:44:44.823506
application_received37;document_verification;verifier3;2023-01-02 05:44:33.965247;2023-01-02 05:55:30.679914
application_received40;review_application;officer3;2023-01-02 05:42:57.770069;2023-01-02 06:06:03.800923
application_received38;credit_check;analyst10;2023-01-02 05:23:03.505109;2023-01-02 06:30:03.443123
application_received41;application_received;;2023-01-02 06:35:31.160411;2023-01-02 06:35:31.160411
application_received38;document_verification;verifier4;2023-01-02 06:30:03.443123;2023-01-02 06:41:14.560724
application_received39;credit_check;analyst9;2023-01-02 05:44:44.823506;2023-01-02 06:42:24.757132
application_received37;risk_assessment;risk8;2023-01-02 05:44:33.965247;2023-01-02 06:46:44.764722
application_received37;application_approved;;2023-01-02 06:46:44.764722;2023-01-02 06:46:44.764722
application_received39;document_verification;verifier5;2023-01-02 06:42:24.757132;2023-01-02 06:53:55.567623
application_received41;review_application;officer1;2023-01-02 06:35:31.160411;2023-01-02 06:59:49.028621
application_received42;application_received;;2023-01-02 07:01:17.349432;2023-01-02 07:01:17.349432
application_received40;credit_check;analyst1;2023-01-02 06:06:03.800923;2023-01-02 07:09:31.313965
application_received43;application_received;;2023-01-02 07:15:03.901620;2023-01-02 07:15:03.901620
application_received42;review_application;officer2;2023-01-02 07:01:17.349432;2023-01-02 07:18:43.224254
application_received40;document_verification;verifier2;2023-01-02 07:09:31.313965;2023-01-02 07:20:34.639651
application_received44;application_received;;2023-01-02 07:29:28.778398;2023-01-02 07:29:28.778398
application_received38;risk_assessment;risk1;2023-01-02 06:30:03.443123;2023-01-02 07:32:07.922931
application_received38;application_approved;;2023-01-02 07:32:07.922931;2023-01-02 07:32:07.922931
application_received43;review_application;officer5;2023-01-02 07:15:03.901620;2023-01-02 07:36:42.544890
application_received39;risk_assessment;risk9;2023-01-02 06:42:24.757132;2023-01-02 07:49:41.030619
application_received39;application_rejected;;2023-01-02 07:49:41.030619;2023-01-02 07:49:41.030619
application_received44;review_application;officer4;2023-01-02 07:29:28.778398;2023-01-02 07:52:45.627059
application_received41;credit_check;analyst3;2023-01-02 06:59:49.028621;2023-01-02 08:07:27.990252
application_received40;risk_assessment;risk10;2023-01-02 07:09:31.313965;2023-01-02 08:11:46.650678
application_received40;application_approved;;2023-01-02 08:11:46.650678;2023-01-02 08:11:46.650678
application_received42;credit_check;analyst5;2023-01-02 07:18:43.224254;2023-01-02 08:13:54.144794
application_received41;document_verification;verifier1;2023-01-02 08:07:27.990252;2023-01-02 08:21:33.525960
application_received42;document_verification;verifier3;2023-01-02 08:13:54.144794;2023-01-02 08:27:03.084498
application_received43;credit_check;analyst2;2023-01-02 07:36:42.544890;2023-01-02 08:36:27.992490
application_received43;document_verification;verifier4;2023-01-02 08:36:27.992490;2023-01-02 08:50:45.172235
application_received44;credit_check;analyst6;2023-01-02 07:52:45.627059;2023-01-02 09:04:33.371113
application_received45;application_received;;2023-01-02 09:14:04.358998;2023-01-02 09:14:04.358998
application_received44;document_verification;verifier5;2023-01-02 09:04:33.371113;2023-01-02 09:14:43.857198
application_received41;risk_assessment;risk2;2023-01-02 08:07:27.990252;2023-01-02 09:18:32.674444
application_received41;application_approved;;2023-01-02 09:18:32.674444;2023-01-02 09:18:32.674444
application_received42;risk_assessment;risk3;2023-01-02 08:13:54.144794;2023-01-02 09:24:56.253500
application_received42;application_approved;;2023-01-02 09:24:56.253500;2023-01-02 09:24:56.253500
application_received45;review_application;officer3;2023-01-02 09:14:04.358998;2023-01-02 09:33:17.485607
application_received43;risk_assessment;risk4;2023-01-02 08:36:27.992490;2023-01-02 09:34:27.621040
application_received43;application_approved;;2023-01-02 09:34:27.621040;2023-01-02 09:34:27.621040
application_received46;application_received;;2023-01-02 09:35:05.445505;2023-01-02 09:35:05.445505
application_received47;application_received;;2023-01-02 09:40:05.638386;2023-01-02 09:40:05.638386
application_received46;review_application;officer1;2023-01-02 09:35:05.445505;2023-01-02 09:52:27.534927
application_received47;review_application;officer2;2023-01-02 09:40:05.638386;2023-01-02 10:03:07.901011
application_received44;risk_assessment;risk5;2023-01-02 09:04:33.371113;2023-01-02 10:07:53.426066
application_received44;application_approved;;2023-01-02 10:07:53.426066;2023-01-02 10:07:53.426066
application_received45;credit_check;analyst7;2023-01-02 09:33:17.485607;2023-01-02 10:41:16.243358
application_received46;credit_check;analyst4;2023-01-02 09:52:27.534927;2023-01-02 10:50:34.428845
application_received45;document_verification;verifier2;2023-01-02 10:41:16.243358;2023-01-02 10:51:32.795228
application_received46;document_verification;verifier1;2023-01-02 10:50:34.428845;2023-01-02 11:02:50.850770
application_received47;credit_check;analyst8;2023-01-02 10:03:07.901011;2023-01-02 11:03:56.101196
application_received47;document_verification;verifier3;2023-01-02 11:03:56.101196;2023-01-02 11:18:16.893933
application_received48;application_received;;2023-01-02 11:35:44.166972;2023-01-02 11:35:44.166972
application_received45;risk_assessment;risk6;2023-01-02 10:41:16.243358;2023-01-02 11:39:03.277889
application_received45;application_approved;;2023-01-02 11:39:03.277889;2023-01-02 11:39:03.277889
application_received48;review_application;officer5;2023-01-02 11:35:44.166972;2023-01-02 11:51:00.696964
application_received46;risk_assessment;risk7;2023-01-02 10:50:34.428845;2023-01-02 12:03:03.470532
application_received46;application_approved;;2023-01-02 12:03:03.470532;2023-01-02 12:03:03.470532
application_received47;risk_assessment;risk8;2023-01-02 11:03:56.101196;2023-01-02 12:18:34.017226
application_received47;application_rejected;;2023-01-02 12:18:34.017226;2023-01-02 12:18:34.017226
application_received48;credit_check;analyst10;2023-01-02 11:51:00.696964;2023-01-02 12:46:42.512220
application_received48;document_verification;verifier4;2023-01-02 12:46:42.512220;2023-01-02 12:59:12.862412
application_received49;application_received;;2023-01-02 13:09:10.350167;2023-01-02 13:09:10.350167
application_received50;application_received;;2023-01-02 13:21:00.083044;2023-01-02 13:21:00.083044
application_received49;review_application;officer4;2023-01-02 13:09:10.350167;2023-01-02 13:27:17.608944
application_received50;review_application;officer3;2023-01-02 13:21:00.083044;2023-01-02 13:39:09.769762
application_received48;risk_assessment;risk1;2023-01-02 12:46:42.512220;2023-01-02 13:47:59.137177
application_received48;application_rejected;;2023-01-02 13:47:59.137177;2023-01-02 13:47:59.137177
application_received51;application_received;;2023-01-02 14:24:42.766887;2023-01-02 14:24:42.766887
application_received52;application_received;;2023-01-02 14:24:49.309347;2023-01-02 14:24:49.309347
application_received49;credit_check;analyst9;2023-01-02 13:27:17.608944;2023-01-02 14:29:29.507271
application_received49;document_verification;verifier5;2023-01-02 14:29:29.507271;2023-01-02 14:41:04.182991
application_received52;review_application;officer2;2023-01-02 14:24:49.309347;2023-01-02 14:41:07.517302
application_received51;review_application;officer1;2023-01-02 14:24:42.766887;2023-01-02 14:42:43.918472
application_received50;credit_check;analyst1;2023-01-02 13:39:09.769762;2023-01-02 14:46:52.412361
application_received50;document_verification;verifier2;2023-01-02 14:46:52.412361;2023-01-02 15:01:30.576362
application_received53;application_received;;2023-01-02 15:22:31.012453;2023-01-02 15:22:31.012453
application_received49;risk_assessment;risk9;2023-01-02 14:29:29.507271;2023-01-02 15:25:18.222011
