case_id;task;resource;start_time;completion_time
application_received145;review_application;officer4;2023-01-04 09:38:35.472296;2023-01-04 10:03:11.377190
application_received145;credit_check;analyst7;2023-01-04 10:03:11.377190;2023-01-04 11:07:41.313656
application_received145;document_verification;verifier2;2023-01-04 11:07:41.313656;2023-01-04 11:21:44.681471
application_received145;risk_assessment;risk1;2023-01-04 11:07:41.313656;2023-01-04 12:08:50.435414
application_received145;application_approved;;2023-01-04 12:08:50.435414;2023-01-04 12:08:50.435414
application_received146;application_received;;2023-01-04 09:38:53.073541;2023-01-04 09:38:53.073541
application_received146;review_application;officer1;2023-01-04 09:38:53.073541;2023-01-04 09:59:31.444838
application_received146;credit_check;analyst9;2023-01-04 09:59:31.444838;2023-01-04 10:54:38.648626
application_received146;document_verification;verifier1;2023-01-04 10:54:38.648626;2023-01-04 11:05:54.287182
application_received146;risk_assessment;risk6;2023-01-04 10:54:38.648626;2023-01-04 12:01:44.129671
application_received146;application_rejected;;2023-01-04 12:01:44.129671;2023-01-04 12:01:44.129671
application_received147;application_received;;2023-01-04 10:16:27.615402;2023-01-04 10:16:27.615402
application_received147;review_application;officer2;2023-01-04 10:16:27.615402;2023-01-04 10:39:27.613129
application_received147;request_missing_document;officer2;2023-01-04 10:39:27.613129;2023-01-04 10:57:24.465662
application_received147;review_application;officer2;2023-01-04 10:57:25.465662;2023-01-04 12:07:01.047795
application_received147;request_missing_document;officer2;2023-01-04 12:07:01.047795;2023-01-04 12:17:59.750830
application_received147;review_application;officer2;2023-01-04 12:18:00.750830;2023-01-04 13:32:37.275575
application_received147;credit_check;analyst10;2023-01-04 13:32:37.275575;2023-01-04 14:33:41.244694
application_received147;document_verification;verifier3;2023-01-04 14:33:41.244694;2023-01-04 14:48:06.362954
application_received147;risk_assessment;risk5;2023-01-04 14:33:41.244694;2023-01-04 15:41:53.553507
application_received147;application_rejected;;2023-01-04 15:41:53.553507;2023-01-04 15:41:53.553507
application_received148;application_received;;2023-01-04 10:19:07.528820;2023-01-04 10:19:07.528820
application_received148;review_application;officer5;2023-01-04 10:19:07.528820;2023-01-04 10:34:19.422227
application_received148;credit_check;analyst6;2023-01-04 10:34:19.422227;2023-01-04 11:44:45.443922
application_received148;document_verification;verifier5;2023-01-04 11:44:45.443922;2023-01-04 11:57:04.581217
application_received148;risk_assessment;risk8;2023-01-04 11:44:45.443922;2023-01-04 12:55:22.262385
application_received148;application_approved;;2023-01-04 12:55:22.262385;2023-01-04 12:55:22.262385
application_received149;application_received;;2023-01-04 10:40:47.198969;2023-01-04 10:40:47.198969
application_received149;review_application;officer3;2023-01-04 10:40:47.198969;2023-01-04 10:56:35.316406
application_received149;request_missing_document;officer3;2023-01-04 10:56:35.316406;2023-01-04 11:10:20.718859
application_received149;review_application;officer3;2023-01-04 11:10:21.718859;2023-01-04 12:16:31.432314
application_received149;request_missing_document;officer3;2023-01-04 12:16:31.432314;2023-01-04 12:35:53.871848
application_received149;review_application;officer3;2023-01-04 12:35:54.871848;2023-01-04 13:44:18.222017
application_received149;credit_check;analyst4;2023-01-04 13:44:18.222017;2023-01-04 14:41:34.737774
application_received149;document_verification;verifier4;2023-01-04 14:41:34.737774;2023-01-04 14:54:29.373821
application_received149;risk_assessment;risk9;2023-01-04 14:41:34.737774;2023-01-04 15:44:24.755820
application_received149;application_approved;;2023-01-04 15:44:24.755820;2023-01-04 15:44:24.755820
application_received150;application_received;;2023-01-04 11:25:47.975955;2023-01-04 11:25:47.975955
application_received150;review_application;officer1;2023-01-04 11:25:47.975955;2023-01-04 11:43:37.705026
application_received150;credit_check;analyst5;2023-01-04 11:43:37.705026;2023-01-04 12:46:33.020924
application_received150;document_verification;verifier1;2023-01-04 12:46:33.020924;2023-01-04 12:59:59.837736
application_received150;risk_assessment;risk2;2023-01-04 12:46:33.020924;2023-01-04 13:46:50.318973
application_received150;application_approved;;2023-01-04 13:46:50.318973;2023-01-04 13:46:50.318973
application_received151;application_received;;2023-01-04 11:31:48.913864;2023-01-04 11:31:48.913864
application_received151;review_application;officer4;2023-01-04 11:31:48.913864;2023-01-04 11:47:39.149600
application_received151;credit_check;analyst3;2023-01-04 11:47:39.149600;2023-01-04 12:55:57.977882
application_received151;document_verification;verifier2;2023-01-04 12:55:57.977882;2023-01-04 13:07:48.034683
application_received151;risk_assessment;risk10;2023-01-04 12:55:57.977882;2023-01-04 13:58:00.682662
application_received151;application_approved;;2023-01-04 13:58:00.682662;2023-01-04 13:58:00.682662
application_received152;application_received;;2023-01-04 12:14:39.506033;2023-01-04 12:14:39.506033
application_received152;review_application;officer5;2023-01-04 12:14:39.506033;2023-01-04 12:31:48.452533
application_received152;credit_check;analyst1;2023-01-04 12:31:48.452533;2023-01-04 13:38:23.937081
application_received152;document_verification;verifier3;2023-01-04 13:38:23.937081;2023-01-04 13:50:42.077873
application_received152;risk_assessment;risk7;2023-01-04 13:38:23.937081;2023-01-04 14:45:33.154459
application_received152;application_approved;;2023-01-04 14:45:33.154459;2023-01-04 14:45:33.154459
application_received153;application_received;;2023-01-04 13:24:35.798944;2023-01-04 13:24:35.798944
application_received153;review_application;officer2;2023-01-04 13:24:35.798944;2023-01-04 13:45:16.214842
application_received153;credit_check;analyst2;2023-01-04 13:45:16.214842;2023-01-04 14:55:10.314959
application_received153;document_verification;verifier5;2023-01-04 14:55:10.314959;2023-01-04 15:05:51.398629
application_received153;risk_assessment;risk4;2023-01-04 14:55:10.314959;2023-01-04 15:52:55.528706
application_received153;application_rejected;;2023-01-04 15:52:55.528706;2023-01-04 15:52:55.528706
application_received154;application_received;;2023-01-04 13:30:37.048110;2023-01-04 13:30:37.048110
application_received154;review_application;officer3;2023-01-04 13:30:37.048110;2023-01-04 13:47:56.932583
application_received154;credit_check;analyst8;2023-01-04 13:47:56.932583;2023-01-04 14:56:14.907290
application_received154;document_verification;verifier4;2023-01-04 14:56:14.907290;2023-01-04 15:10:03.428455
application_received154;risk_assessment;risk3;2023-01-04 14:56:14.907290;2023-01-04 16:00:11.173530
application_received154;application_approved;;2023-01-04 16:00:11.173530;2023-01-04 16:00:11.173530
application_received156;application_received;;2023-01-04 13:50:27.913965;2023-01-04 13:50:27.913965
application_received156;review_application;officer4;2023-01-04 13:50:27.913965;2023-01-04 14:13:51.935014
application_received156;credit_check;analyst10;2023-01-04 14:13:51.935014;2023-01-04 15:15:43.107526
application_received156;document_verification;verifier2;2023-01-04 15:15:43.107526;2023-01-04 15:28:51.142144
application_received156;risk_assessment;risk1;2023-01-04 15:15:43.107526;2023-01-04 16:27:21.232971
application_received156;application_approved;;2023-01-04 16:27:21.232971;2023-01-04 16:27:21.232971
application_received207;application_received;;2023-01-05 10:02:44.102404;2023-01-05 10:02:44.102404
application_received207;review_application;officer1;2023-01-05 10:02:44.102404;2023-01-05 10:27:27.426848
application_received207;credit_check;analyst9;2023-01-05 10:27:27.426848;2023-01-05 11:41:10.061362
application_received207;document_verification;verifier5;2023-01-05 11:41:10.061362;2023-01-05 11:54:01.099893
application_received207;risk_assessment;risk2;2023-01-05 11:41:10.061362;2023-01-05 12:40:41.053660
application_received207;application_approved;;2023-01-05 12:40:41.053660;2023-01-05 12:40:41.053660
application_received208;application_received;;2023-01-05 10:11:40.742266;2023-01-05 10:11:40.742266
application_received208;review_application;officer3;2023-01-05 10:11:40.742266;2023-01-05 10:27:38.933140
application_received208;credit_check;analyst7;2023-01-05 10:27:38.933140;2023-01-05 11:25:39.536638
application_received208;document_verification;verifier3;2023-01-05 11:25:39.536638;2023-01-05 11:37:23.312762
application_received208;risk_assessment;risk8;2023-01-05 11:25:39.536638;2023-01-05 12:33:30.800253
application_received208;application_approved;;2023-01-05 12:33:30.800253;2023-01-05 12:33:30.800253
application_received209;application_received;;2023-01-05 10:22:05.530035;2023-01-05 10:22:05.530035
application_received209;review_application;officer2;2023-01-05 10:22:05.530035;2023-01-05 10:45:08.301334
application_received209;credit_check;analyst6;2023-01-05 10:45:08.301334;2023-01-05 11:49:22.260310
application_received209;document_verification;verifier4;2023-01-05 11:49:22.260310;2023-01-05 12:03:03.259655
application_received209;risk_assessment;risk3;2023-01-05 11:49:22.260310;2023-01-05 12:55:59.978608
application_received209;application_rejected;;2023-01-05 12:55:59.978608;2023-01-05 12:55:59.978608
application_received212;application_received;;2023-01-05 11:56:50.467928;2023-01-05 11:56:50.467928
application_received212;review_application;officer1;2023-01-05 11:56:50.467928;2023-01-05 12:19:22.101738
application_received212;credit_check;analyst2;2023-01-05 12:19:22.101738;2023-01-05 13:25:12.009338
application_received212;document_verification;verifier3;2023-01-05 13:25:12.009338;2023-01-05 13:36:06.671673
application_received212;risk_assessment;risk10;2023-01-05 13:25:12.009338;2023-01-05 14:24:07.208247
application_received212;application_rejected;;2023-01-05 14:24:07.208247;2023-01-05 14:24:07.208247
application_received213;application_received;;2023-01-05 12:10:55.893249;2023-01-05 12:10:55.893249
application_received213;review_application;officer3;2023-01-05 12:10:55.893249;2023-01-05 12:26:38.967631
application_received213;credit_check;analyst1;2023-01-05 12:26:38.967631;2023-01-05 13:28:29.463567
application_received213;document_verification;verifier5;2023-01-05 13:28:29.463567;2023-01-05 13:40:57.412872
application_received213;risk_assessment;risk1;2023-01-05 13:28:29.463567;2023-01-05 14:29:25.061161
application_received213;application_approved;;2023-01-05 14:29:25.061161;2023-01-05 14:29:25.061161
application_received214;application_received;;2023-01-05 12:23:57.425194;2023-01-05 12:23:57.425194
application_received214;review_application;officer2;2023-01-05 12:23:57.425194;2023-01-05 12:46:16.164024
application_received214;credit_check;analyst10;2023-01-05 12:46:16.164024;2023-01-05 13:54:48.537097
application_received214;document_verification;verifier4;2023-01-05 13:54:48.537097;2023-01-05 14:08:48.096681
application_received214;risk_assessment;risk4;2023-01-05 13:54:48.537097;2023-01-05 14:52:57.987418
application_received214;application_rejected;;2023-01-05 14:52:57.987418;2023-01-05 14:52:57.987418
application_received215;application_received;;2023-01-05 12:56:44.361710;2023-01-05 12:56:44.361710
application_received215;review_application;officer5;2023-01-05 12:56:44.361710;2023-01-05 13:12:41.502601
application_received215;credit_check;analyst5;2023-01-05 13:12:41.502601;2023-01-05 14:11:15.280370
application_received215;document_verification;verifier1;2023-01-05 14:11:15.280370;2023-01-05 14:26:11.231767
application_received215;risk_assessment;risk5;2023-01-05 14:11:15.280370;2023-01-05 15:19:40.572217
application_received215;application_rejected;;2023-01-05 15:19:40.572217;2023-01-05 15:19:40.572217
application_received216;application_received;;2023-01-05 13:34:16.210279;2023-01-05 13:34:16.210279
application_received216;review_application;officer4;2023-01-05 13:34:16.210279;2023-01-05 13:50:18.061638
application_received216;credit_check;analyst8;2023-01-05 13:50:18.061638;2023-01-05 14:56:41.571695
application_received216;document_verification;verifier2;2023-01-05 14:56:41.571695;2023-01-05 15:09:58.979554
application_received216;risk_assessment;risk6;2023-01-05 14:56:41.571695;2023-01-05 15:55:18.269070
application_received216;application_approved;;2023-01-05 15:55:18.269070;2023-01-05 15:55:18.269070
application_received217;application_received;;2023-01-05 13:43:34.574660;2023-01-05 13:43:34.574660
application_received217;review_application;officer1;2023-01-05 13:43:34.574660;2023-01-05 14:05:44.261341
application_received217;credit_check;analyst7;2023-01-05 14:05:44.261341;2023-01-05 15:15:04.393052
application_received217;document_verification;verifier3;2023-01-05 15:15:04.393052;2023-01-05 15:27:38.015749
application_received217;risk_assessment;risk8;2023-01-05 15:15:04.393052;2023-01-05 16:21:15.236573
application_received217;application_approved;;2023-01-05 16:21:15.236573;2023-01-05 16:21:15.236573
application_received254;application_received;;2023-01-06 09:37:29.087641;2023-01-06 09:37:29.087641
application_received254;review_application;officer2;2023-01-06 09:37:29.087641;2023-01-06 09:57:03.824665
application_received254;credit_check;analyst10;2023-01-06 09:57:03.824665;2023-01-06 11:08:54.923091
application_received254;document_verification;verifier4;2023-01-06 11:08:54.923091;2023-01-06 11:22:41.893014
application_received254;risk_assessment;risk5;2023-01-06 11:08:54.923091;2023-01-06 12:12:36.629606
application_received254;application_approved;;2023-01-06 12:12:36.629606;2023-01-06 12:12:36.629606
application_received255;application_received;;2023-01-06 10:29:33.123301;2023-01-06 10:29:33.123301
application_received255;review_application;officer5;2023-01-06 10:29:33.123301;2023-01-06 10:47:54.902691
application_received255;request_missing_document;officer5;2023-01-06 10:47:54.902691;2023-01-06 10:58:37.944959
application_received255;review_application;officer5;2023-01-06 10:58:38.944959;2023-01-06 12:13:10.667728
application_received255;credit_check;analyst5;2023-01-06 12:13:10.667728;2023-01-06 13:15:37.915806
application_received255;document_verification;verifier1;2023-01-06 13:15:37.915806;2023-01-06 13:28:57.784039
application_received255;risk_assessment;risk4;2023-01-06 13:15:37.915806;2023-01-06 14:12:31.005640
application_received255;application_rejected;;2023-01-06 14:12:31.005640;2023-01-06 14:12:31.005640
application_received256;application_received;;2023-01-06 11:17:31.137828;2023-01-06 11:17:31.137828
application_received256;review_application;officer4;2023-01-06 11:17:31.137828;2023-01-06 11:37:04.857934
application_received256;credit_check;analyst8;2023-01-06 11:37:04.857934;2023-01-06 12:49:20.646070
application_received256;document_verification;verifier3;2023-01-06 12:49:20.646070;2023-01-06 13:02:45.963431
application_received256;risk_assessment;risk8;2023-01-06 12:49:20.646070;2023-01-06 13:54:38.862019
application_received256;application_rejected;;2023-01-06 13:54:38.862019;2023-01-06 13:54:38.862019
application_received257;application_received;;2023-01-06 11:25:52.357412;2023-01-06 11:25:52.357412
application_received257;review_application;officer1;2023-01-06 11:25:52.357412;2023-01-06 11:49:38.054640
application_received257;credit_check;analyst7;2023-01-06 11:49:38.054640;2023-01-06 12:48:11.903459
application_received257;document_verification;verifier2;2023-01-06 12:48:11.903459;2023-01-06 12:59:06.269340
application_received257;risk_assessment;risk6;2023-01-06 12:48:11.903459;2023-01-06 13:43:33.499917
application_received257;application_approved;;2023-01-06 13:43:33.499917;2023-01-06 13:43:33.499917
application_received258;application_received;;2023-01-06 12:47:36.414040;2023-01-06 12:47:36.414040
application_received258;review_application;officer3;2023-01-06 12:47:36.414040;2023-01-06 13:08:40.548359
application_received258;credit_check;analyst9;2023-01-06 13:08:40.548359;2023-01-06 14:06:24.982880
application_received258;document_verification;verifier5;2023-01-06 14:06:24.982880;2023-01-06 14:19:29.058667
application_received258;risk_assessment;risk2;2023-01-06 14:06:24.982880;2023-01-06 15:04:10.452641
application_received258;application_approved;;2023-01-06 15:04:10.452641;2023-01-06 15:04:10.452641
application_received259;application_received;;2023-01-06 12:48:03.660681;2023-01-06 12:48:03.660681
application_received259;review_application;officer2;2023-01-06 12:48:03.660681;2023-01-06 13:13:02.302164
application_received259;credit_check;analyst6;2023-01-06 13:13:02.302164;2023-01-06 14:08:56.805980
application_received259;document_verification;verifier4;2023-01-06 14:08:56.805980;2023-01-06 14:22:01.645078
application_received259;risk_assessment;risk3;2023-01-06 14:08:56.805980;2023-01-06 15:06:52.035415
application_received259;application_approved;;2023-01-06 15:06:52.035415;2023-01-06 15:06:52.035415
application_received260;application_received;;2023-01-06 14:01:23.265789;2023-01-06 14:01:23.265789
application_received260;review_application;officer5;2023-01-06 14:01:23.265789;2023-01-06 14:20:46.459584
application_received260;credit_check;analyst3;2023-01-06 14:20:46.459584;2023-01-06 15:16:09.436406
application_received260;document_verification;verifier1;2023-01-06 15:16:09.436406;2023-01-06 15:27:36.290866
application_received260;risk_assessment;risk9;2023-01-06 15:16:09.436406;2023-01-06 16:17:13.830810
application_received260;application_rejected;;2023-01-06 16:17:13.830810;2023-01-06 16:17:13.830810
application_received379;application_received;;2023-01-09 09:00:53.094712;2023-01-09 09:00:53.094712
application_received379;review_application;officer3;2023-01-09 09:00:53.094712;2023-01-09 09:17:20.370984
application_received379;credit_check;analyst3;2023-01-09 09:17:20.370984;2023-01-09 10:18:07.399962
application_received379;document_verification;verifier5;2023-01-09 10:18:07.399962;2023-01-09 10:28:09.497070
application_received379;risk_assessment;risk9;2023-01-09 10:18:07.399962;2023-01-09 11:25:25.718099
application_received379;application_approved;;2023-01-09 11:25:25.718099;2023-01-09 11:25:25.718099
application_received380;application_received;;2023-01-09 09:02:37.698760;2023-01-09 09:02:37.698760
application_received380;review_application;officer2;2023-01-09 09:02:37.698760;2023-01-09 09:21:50.101423
application_received380;request_missing_document;officer2;2023-01-09 09:21:50.101423;2023-01-09 09:32:36.748312
application_received380;review_application;officer2;2023-01-09 09:32:37.748312;2023-01-09 10:35:04.281756
application_received380;request_missing_document;officer2;2023-01-09 10:35:04.281756;2023-01-09 10:52:12.088798
application_received380;review_application;officer2;2023-01-09 10:52:13.088798;2023-01-09 11:57:00.309664
application_received380;credit_check;analyst6;2023-01-09 11:57:00.309664;2023-01-09 12:58:38.406169
application_received380;document_verification;verifier1;2023-01-09 12:58:38.406169;2023-01-09 13:10:44.577906
application_received380;risk_assessment;risk3;2023-01-09 12:58:38.406169;2023-01-09 14:04:13.051359
application_received380;application_approved;;2023-01-09 14:04:13.051359;2023-01-09 14:04:13.051359
application_received381;application_received;;2023-01-09 09:54:02.891489;2023-01-09 09:54:02.891489
application_received381;review_application;officer4;2023-01-09 09:54:02.891489;2023-01-09 10:12:07.500448
application_received381;request_missing_document;officer4;2023-01-09 10:12:07.500448;2023-01-09 10:25:00.616998
application_received381;review_application;officer4;2023-01-09 10:25:01.616998;2023-01-09 11:28:20.183810
application_received381;credit_check;analyst4;2023-01-09 11:28:20.183810;2023-01-09 12:36:20.809161
application_received381;document_verification;verifier3;2023-01-09 12:36:20.809161;2023-01-09 12:47:23.763415
application_received381;risk_assessment;risk10;2023-01-09 12:36:20.809161;2023-01-09 13:34:31.302627
application_received381;application_rejected;;2023-01-09 13:34:31.302627;2023-01-09 13:34:31.302627
application_received382;application_received;;2023-01-09 10:00:05.529368;2023-01-09 10:00:05.529368
application_received382;review_application;officer5;2023-01-09 10:00:05.529368;2023-01-09 10:15:35.137579
application_received382;credit_check;analyst1;2023-01-09 10:15:35.137579;2023-01-09 11:21:06.997571
application_received382;document_verification;verifier2;2023-01-09 11:21:06.997571;2023-01-09 11:33:59.101315
application_received382;risk_assessment;risk7;2023-01-09 11:21:06.997571;2023-01-09 12:31:46.424297
application_received382;application_approved;;2023-01-09 12:31:46.424297;2023-01-09 12:31:46.424297
application_received383;application_received;;2023-01-09 10:25:18.481200;2023-01-09 10:25:18.481200
application_received383;review_application;officer1;2023-01-09 10:25:18.481200;2023-01-09 10:46:20.265511
application_received383;credit_check;analyst2;2023-01-09 10:46:20.265511;2023-01-09 11:46:16.449639
application_received383;document_verification;verifier4;2023-01-09 11:46:16.449639;2023-01-09 11:56:18.574589
application_received383;risk_assessment;risk1;2023-01-09 11:46:16.449639;2023-01-09 12:41:40.600234
application_received383;application_approved;;2023-01-09 12:41:40.600234;2023-01-09 12:41:40.600234
application_received384;application_received;;2023-01-09 10:37:02.714274;2023-01-09 10:37:02.714274
application_received384;review_application;officer3;2023-01-09 10:37:02.714274;2023-01-09 10:54:06.274709
application_received384;credit_check;analyst10;2023-01-09 10:54:06.274709;2023-01-09 12:02:10.204819
